,Unnamed: 0,title,magnitude,date_time,cdi,mmi,alert,tsunami,sig,net,nst,dmin,gap,magType,depth,latitude,longitude,location,continent,country
424,445,"M 6.8 - 22 km ESE of Lata, Solomon Islands",6.8,08-02-2013 11:12,0,7,green,1,711,us,400,0.0,17.5,mww,12.0,-10.84,165.97,"Lata, Solomon Islands",Oceania,Solomon Islands
425,446,"M 6.7 - 33 km SSW of Lata, Solomon Islands",6.7,07-02-2013 18:59,0,6,green,1,691,us,387,0.0,26.5,mww,11.0,-11.0,165.66,"Lata, Solomon Islands",Oceania,Solomon Islands
426,447,"M 7.0 - 33 km NW of Lata, Solomon Islands",7.0,06-02-2013 01:54,0,6,green,0,754,us,445,0.0,17.5,mww,8.8,-10.5,165.59,"Lata, Solomon Islands",Oceania,Solomon Islands
427,448,"M 7.1 - 112 km WSW of Lata, Solomon Islands",7.1,06-02-2013 01:23,0,5,green,0,776,us,550,0.0,18.4,mww,10.0,-11.18,164.88,"Lata, Solomon Islands",Oceania,Solomon Islands
428,449,"M 8.0 - 75 km W of Lata, Solomon Islands",8.0,06-02-2013 01:12,8,7,green,1,993,us,460,0.0,20.9,mww,24.0,-10.8,165.11,"Lata, Solomon Islands",Oceania,Solomon Islands
429,450,"M 6.9 - 18 km SSW of Obihiro, Japan",6.9,02-02-2013 14:17,6,7,yellow,0,814,us,686,0.0,28.0,mww,107.0,42.77,143.09,"Obihiro, Japan",Asia,Japan
430,451,"M 6.8 - 54 km N of Vallenar, Chile",6.8,30-01-2013 20:15,6,7,green,0,771,us,596,0.0,19.3,mww,45.0,-28.09,-70.65,"Vallenar, Chile",South America,Chile
431,452,"M 7.5 - 110 km SW of Edna Bay, Alaska",7.5,05-01-2013 08:58,6,6,,0,1425,ak,0,0.0,0.0,mw,8.7,55.23,-134.86,"Edna Bay, Alaska",North America,United States
432,453,"M 6.7 - 59 km SSW of Sola, Vanuatu",6.7,21-12-2012 22:28,0,4,,0,691,us,521,0.0,13.7,mww,200.7,-14.34,167.29,"Sola, Vanuatu",Oceania,Vanuatu
433,454,M 7.1 - Banda Sea,7.1,10-12-2012 16:53,5,5,,0,843,us,517,0.0,8.7,mww,155.0,-6.53,129.82,Banda Sea,Asia,Indonesia
434,455,"M 7.3 - 234 km SE of ?funato, Japan",7.3,07-12-2012 08:18,6,5,,0,1014,us,918,0.0,14.8,mww,31.0,37.89,143.95,"?funato, Japan",Asia,Japan
435,456,"M 6.5 - 32 km SW of Champerico, Guatemala",6.5,11-11-2012 22:14,4,5,,0,708,us,598,0.0,57.3,mww,20.0,14.13,-92.16,"Champerico, Guatemala",North America,Guatemala
436,457,"M 6.8 - 51 km NNE of Shwebo, Myanmar",6.8,11-11-2012 01:12,7,6,,0,795,us,391,0.0,13.7,mww,13.7,23.0,95.88,"Shwebo, Myanmar",Asia,Myanmar
437,458,"M 7.4 - 33 km S of Champerico, Guatemala",7.4,07-11-2012 16:35,8,7,yellow,0,1455,us,751,0.0,25.5,mww,24.0,13.99,-91.9,"Champerico, Guatemala",North America,Guatemala
438,459,"M 7.8 - 206 km SW of Prince Rupert, Canada",7.8,28-10-2012 03:04,8,7,,0,1726,us,807,0.0,42.7,mww,14.0,52.79,-132.1,"Prince Rupert, Canada",North America,Canada
439,460,M 6.5 - Costa Rica,6.5,24-10-2012 00:45,6,6,,0,745,us,691,0.0,34.4,mww,17.0,10.09,-85.3,Costa Rica,North America,Costa Rica
440,461,"M 6.6 - 163 km ENE of Tual, Indonesia",6.6,12-10-2012 00:31,3,5,,0,675,us,291,0.0,17.7,mww,13.0,-4.89,134.03,"Tual, Indonesia",Asia,Indonesia
441,462,"M 7.3 - 11 km WNW of San Agustín, Colombia",7.3,30-09-2012 16:31,7,6,,0,1221,us,934,0.0,15.5,mww,170.0,1.93,-76.36,"San Agustín, Colombia",South America,Colombia
442,463,"M 7.6 - 11 km ENE of Hojancha, Costa Rica",7.6,05-09-2012 14:42,8,7,,0,1555,us,703,0.0,34.3,mww,35.0,10.09,-85.32,"Hojancha, Costa Rica",North America,Costa Rica
443,464,"M 7.6 - 89 km E of Sulangan, Philippines",7.6,31-08-2012 12:47,8,5,,0,1115,us,682,0.0,10.2,mww,28.0,10.81,126.64,"Sulangan, Philippines",Asia,Philippines
444,465,"M 7.3 - 126 km S of Puerto El Triunfo, El Salvador",7.3,27-08-2012 04:37,5,5,,0,994,us,417,0.0,37.0,mww,28.0,12.14,-88.59,"Puerto El Triunfo, El Salvador",North America,El Salvador
445,466,"M 6.6 - 140 km WNW of Tobelo, Indonesia",6.6,26-08-2012 15:05,4,5,,0,678,us,497,0.0,14.6,mww,91.1,2.19,126.84,"Tobelo, Indonesia",Asia,Indonesia
446,467,"M 7.7 - 156 km ENE of Poronaysk, Russia",7.7,14-08-2012 02:59,7,4,,0,941,us,862,0.0,13.8,mww,583.2,49.8,145.06,"Poronaysk, Russia",Europe,Russian Federation
447,468,"M 6.5 - 105 km ESE of Kokopo, Papua New Guinea",6.5,28-07-2012 20:03,5,6,,0,653,us,576,0.0,11.7,mww,41.0,-4.65,153.17,"Kokopo, Papua New Guinea",Oceania,Papua New Guinea
448,469,"M 6.6 - 76 km W of Neiafu, Tonga",6.6,28-04-2012 10:08,4,5,,0,675,us,529,0.0,15.7,mww,134.7,-18.68,-174.7,"Neiafu, Tonga",Oceania,Tonga
449,470,"M 6.7 - 86 km SSE of Manokwari, Indonesia",6.7,21-04-2012 01:16,0,7,,0,691,us,370,0.0,15.4,mww,16.0,-1.62,134.28,"Manokwari, Indonesia",Asia,Indonesia
450,471,"M 6.8 - 140 km N of Lae, Papua New Guinea",6.8,17-04-2012 07:13,6,5,,0,732,us,597,0.0,12.6,mww,198.0,-5.46,147.12,"Lae, Papua New Guinea",Oceania,Papua New Guinea
451,472,"M 6.7 - 22 km NW of Hacienda La Calera, Chile",6.7,17-04-2012 03:50,0,7,,0,691,us,518,0.0,26.9,mww,29.0,-32.62,-71.36,"Hacienda La Calera, Chile",South America,Chile
452,473,"M 7.0 - 69 km ENE of San Luis, Mexico",7.0,12-04-2012 07:15,7,7,,0,1000,us,474,0.0,95.9,mww,13.0,28.7,-113.1,"San Luis, Mexico",North America,Mexico
453,474,"M 6.5 - 41 km NW of El Habillal, Mexico",6.5,11-04-2012 22:55,7,6,,0,1171,us,599,0.0,54.1,mwb,20.0,18.23,-102.69,"El Habillal, Mexico",North America,Mexico
454,477,"M 7.1 - 23 km NE of Constitución, Chile",7.1,25-03-2012 22:37,7,7,,0,1496,us,553,0.0,15.2,mww,40.7,-35.2,-72.22,"Constitución, Chile",South America,Chile
455,478,"M 6.6 - 11 km ENE of Kainantu, Papua New Guinea",6.6,21-03-2012 22:15,6,6,,0,709,us,640,0.0,10.1,mww,118.0,-6.24,145.96,"Kainantu, Papua New Guinea",Oceania,Papua New Guinea
456,479,"M 7.4 - 6 km E of Santiago Llano Grande, Mexico",7.4,20-03-2012 18:02,9,8,,0,1752,us,672,0.0,37.9,mww,20.0,16.49,-98.23,"Santiago Llano Grande, Mexico",North America,Mexico
457,480,"M 6.7 - 38 km NE of Saryg-Sep, Russia",6.7,26-02-2012 06:17,7,7,,0,833,us,596,0.0,13.4,mww,12.0,51.71,95.99,"Saryg-Sep, Russia",Asia,Russian Federation
458,481,"M 6.7 - 2 km NNE of Jimalalud, Philippines",6.7,06-02-2012 03:49,9,7,,0,1551,us,572,0.0,11.1,mww,11.0,10.0,123.21,"Jimalalud, Philippines",Asia,Philippines
459,482,"M 7.1 - 125 km W of Port-Vila, Vanuatu",7.1,02-02-2012 13:34,5,5,,0,793,us,573,0.0,12.0,mww,23.0,-17.83,167.13,"Port-Vila, Vanuatu",Oceania,Vanuatu
460,484,"M 6.6 - 45 km NNE of Saryg-Sep, Russia",6.6,27-12-2011 15:21,0,7,,0,670,us,545,0.0,17.6,mww,15.0,51.84,95.91,"Saryg-Sep, Russia",Asia,Russian Federation
461,485,"M 7.1 - 25 km SSE of Wau, Papua New Guinea",7.1,14-12-2011 05:04,6,6,,0,834,us,485,0.0,10.6,mww,135.0,-7.55,146.81,"Wau, Papua New Guinea",Oceania,Papua New Guinea
462,486,"M 6.5 - 6 km SSW of Nuevo Balsas, Mexico",6.5,11-12-2011 01:47,8,7,,0,1400,us,578,0.0,38.6,mww,59.0,17.99,-99.79,"Nuevo Balsas, Mexico",North America,Mexico
463,487,"M 6.9 - 39 km SW of Santiago, Peru",6.9,28-10-2011 18:54,6,7,,0,847,us,474,0.0,46.5,mww,24.0,-14.44,-75.97,"Santiago, Peru",South America,Peru
464,488,"M 7.1 - 27 km NNE of Van, Turkey",7.1,23-10-2011 10:41,9,9,,0,1096,us,693,0.0,19.7,mww,18.0,38.72,43.51,"Van, Turkey",Asia,Turkey
465,489,"M 6.5 - 4 km ESE of Finschhafen, Papua New Guinea",6.5,14-10-2011 03:35,3,6,,0,655,us,423,0.0,12.6,mww,37.0,-6.57,147.88,"Finschhafen, Papua New Guinea",Oceania,Papua New Guinea
466,490,"M 6.9 - 43 km NW of Mangan, India",6.9,18-09-2011 12:40,8,8,,0,1562,us,383,0.0,13.0,mww,50.0,27.73,88.16,"Mangan, India",Asia,India
467,491,"M 6.7 - 99 km NE of Miyako, Japan",6.7,16-09-2011 19:26,5,5,,0,712,us,667,0.0,10.9,mwc,30.0,40.27,142.78,"Miyako, Japan",Asia,Japan
468,492,"M 6.7 - 68 km WSW of Kabanjahe, Indonesia",6.7,05-09-2011 17:55,5,6,,0,915,us,447,0.0,15.3,mww,91.0,2.96,97.89,"Kabanjahe, Indonesia",Asia,Indonesia
469,493,"M 7.0 - 133 km SSE of Isangel, Vanuatu",7.0,03-09-2011 22:55,7,5,,0,761,us,406,0.0,15.3,mww,185.1,-20.67,169.72,"Isangel, Vanuatu",Oceania,Vanuatu
470,494,"M 7.0 - 64 km ESE of Contamana, Peru",7.0,24-08-2011 17:46,6,6,,0,913,us,471,0.0,26.9,mww,147.0,-7.64,-74.53,"Contamana, Peru",South America,Peru
471,495,"M 7.1 - 64 km S of Port-Vila, Vanuatu",7.1,20-08-2011 18:19,5,6,,0,787,us,564,0.0,12.3,mww,28.0,-18.31,168.22,"Port-Vila, Vanuatu",Oceania,Vanuatu
472,496,"M 6.5 - 65 km SSW of Port-Vila, Vanuatu",6.5,20-08-2011 17:13,0,5,,0,650,us,322,0.0,15.0,mwc,35.0,-18.31,168.16,"Port-Vila, Vanuatu",Oceania,Vanuatu
473,497,"M 7.2 - 71 km SSW of Port-Vila, Vanuatu",7.2,20-08-2011 16:55,8,6,,0,813,us,280,0.0,18.4,mww,32.0,-18.36,168.14,"Port-Vila, Vanuatu",Oceania,Vanuatu
474,498,"M 6.6 - 103 km NE of Angoram, Papua New Guinea",6.6,31-07-2011 23:38,3,6,,0,674,us,229,0.0,16.6,mww,10.0,-3.52,144.83,"Angoram, Papua New Guinea",Oceania,Papua New Guinea
475,500,"M 6.7 - 41 km NNE of Miyako, Japan",6.7,22-06-2011 21:50,6,6,,0,749,us,592,0.0,24.9,mww,33.0,39.96,142.21,"Miyako, Japan",Asia,Japan
476,501,"M 6.8 - 124 km NE of Wé, New Caledonia",6.8,10-05-2011 08:55,4,5,,0,734,us,519,0.0,12.5,mww,11.0,-20.24,168.23,"Wé, New Caledonia",Europe,France
477,502,"M 6.8 - 79 km W of Kirakira, Solomon Islands",6.8,23-04-2011 04:16,5,6,,0,719,us,445,0.0,13.0,mww,79.0,-10.38,161.2,"Kirakira, Solomon Islands",Oceania,Solomon Islands
478,503,"M 6.6 - 17 km SSW of Ishikawa, Japan",6.6,11-04-2011 08:16,7,7,,0,822,us,586,0.0,10.1,mww,11.0,37.0,140.4,"Ishikawa, Japan",Asia,Japan
479,504,"M 7.1 - 29 km ESE of Ishinomaki, Japan",7.1,07-04-2011 14:32,8,8,,0,1114,us,446,0.0,17.7,mww,42.0,38.28,141.59,"Ishinomaki, Japan",Asia,Japan
480,505,"M 6.6 - 7 km SW of Helio García Alfaro, Mexico",6.6,07-04-2011 13:11,7,6,,0,897,us,518,0.0,37.2,mww,166.2,17.21,-94.34,"Helio García Alfaro, Mexico",North America,Mexico
481,506,"M 6.9 - 27 km NNW of Tachilek, Myanmar",6.9,24-03-2011 13:55,7,9,,0,1154,us,335,0.0,18.2,mww,8.0,20.69,99.82,"Tachilek, Myanmar",Asia,Myanmar
482,507,"M 6.6 - 50 km ESE of ?tsuchi, Japan",6.6,11-03-2011 11:36,6,5,,0,673,us,668,0.0,9.5,ms,25.7,39.24,142.46,"?tsuchi, Japan",Asia,Japan
483,508,"M 6.5 - 81 km NE of Hasaki, Japan",6.5,11-03-2011 08:19,0,4,,0,650,us,369,0.0,18.7,mb,6.8,36.17,141.56,"Hasaki, Japan",Asia,Japan
484,509,"M 7.7 - 272 km ESE of Kamaishi, Japan",7.7,11-03-2011 06:25,7,4,,0,931,us,507,0.0,10.8,mwc,18.6,38.06,144.59,"Kamaishi, Japan",Asia,Japan
485,510,"M 7.9 - 47 km E of ?arai, Japan",7.9,11-03-2011 06:15,8,7,,0,1140,us,163,0.0,48.4,mwc,42.6,36.28,141.11,"?arai, Japan",Asia,Japan
486,511,"M 9.1 - 2011 Great Tohoku Earthquake, Japan",9.1,11-03-2011 05:46,9,8,,0,2184,official,541,0.0,9.5,mww,29.0,38.3,142.37,"2011 Great Tohoku Earthquake, Japan",Asia,Japan
487,512,"M 7.3 - 120 km SE of ?funato, Japan",7.3,09-03-2011 02:45,5,5,,0,972,us,550,0.0,17.4,mww,32.0,38.44,142.84,"?funato, Japan",Asia,Japan
488,513,"M 6.7 - 38 km W of Constitución, Chile",6.7,14-02-2011 03:40,5,6,,0,731,us,358,0.0,33.9,mww,21.0,-35.38,-72.83,"Constitución, Chile",South America,Chile
489,514,"M 6.9 - 21 km N of Tomé, Chile",6.9,11-02-2011 20:05,7,7,,0,988,us,382,0.0,34.7,mww,26.0,-36.42,-72.96,"Tomé, Chile",South America,Chile
490,515,"M 7.2 - 46 km WSW of Dalbandin, Pakistan",7.2,18-01-2011 20:23,7,7,,0,1449,us,372,0.0,25.3,mww,68.0,28.78,63.95,"Dalbandin, Pakistan",Asia,Pakistan
491,516,"M 7.0 - 118 km NNE of Tadine, New Caledonia",7.0,13-01-2011 16:16,2,5,,0,755,us,578,0.0,13.3,mww,9.0,-20.63,168.47,"Tadine, New Caledonia",Europe,France
492,517,"M 7.2 - 42 km NNW of Carahue, Chile",7.2,02-01-2011 20:20,8,7,,0,1054,us,397,0.0,30.1,mww,24.0,-38.35,-73.33,"Carahue, Chile",South America,Chile
493,518,"M 7.3 - 141 km W of Isangel, Vanuatu",7.3,25-12-2010 13:16,0,5,,0,820,us,409,0.0,12.0,mwc,16.0,-19.7,167.95,"Isangel, Vanuatu",Oceania,Vanuatu
494,519,"M 6.7 - 111 km SE of Bam, Iran",6.7,20-12-2010 18:41,3,7,,0,708,us,279,0.0,24.3,mwc,12.0,28.41,59.18,"Bam, Iran",Asia,Iran
495,520,"M 6.6 - 52 km ENE of Kandrian, Papua New Guinea",6.6,02-12-2010 03:12,0,6,,0,670,us,306,0.0,18.5,mwb,33.0,-6.0,149.98,"Kandrian, Papua New Guinea",Oceania,Papua New Guinea
496,521,"M 7.8 - 215 km SW of Sungai Penuh, Indonesia",7.8,25-10-2010 14:42,4,7,,0,946,us,379,0.0,23.0,mwc,20.1,-3.49,100.08,"Sungai Penuh, Indonesia",Asia,Indonesia
497,522,"M 6.7 - 97 km SSW of El Huitusi, Mexico",6.7,21-10-2010 17:53,5,5,,0,776,us,352,0.0,50.3,mwc,13.0,24.7,-109.16,"El Huitusi, Mexico",North America,Mexico
498,523,"M 7.0 - Near the south coast of Papua, Indonesia",7.0,29-09-2010 17:11,8,5,,0,772,us,271,0.0,15.1,mwc,26.0,-4.96,133.76,"Papua, Indonesia",Asia,Indonesia
499,524,"M 7.0 - 19 km NE of Methven, New Zealand",7.0,03-09-2010 16:35,8,8,,0,1245,us,365,0.0,15.8,mwc,12.0,-43.52,171.83,"Methven, New Zealand",Oceania,New Zealand
500,525,M 7.1 - Ecuador,7.1,12-08-2010 11:54,6,5,,0,945,us,672,0.0,12.4,mwc,206.7,-1.27,-77.31,Ecuador,South America,Ecuador
501,526,"M 7.3 - 33 km NW of Port-Vila, Vanuatu",7.3,10-08-2010 05:23,7,7,,0,850,us,405,0.0,20.2,mwc,25.0,-17.54,168.07,"Port-Vila, Vanuatu",Oceania,Vanuatu
502,527,"M 7.0 - 72 km ESE of Kimbe, Papua New Guinea",7.0,04-08-2010 22:01,4,6,,0,757,us,396,0.0,12.7,mww,44.0,-5.75,150.76,"Kimbe, Papua New Guinea",Oceania,Papua New Guinea
503,528,"M 6.5 - 118 km ESE of Madang, Papua New Guinea",6.5,04-08-2010 07:15,5,4,,0,659,us,403,0.0,11.1,mwc,220.0,-5.49,146.82,"Madang, Papua New Guinea",Oceania,Papua New Guinea
504,529,"M 7.6 - 61 km W of Bantogon, Philippines",7.6,23-07-2010 22:51,5,3,,0,902,us,340,0.0,15.1,mwc,578.0,6.5,123.48,"Bantogon, Philippines",Asia,Philippines
505,530,"M 7.3 - New Britain region, Papua New Guinea",7.3,18-07-2010 13:34,8,7,,0,831,us,397,0.0,18.2,mwc,35.0,-5.93,150.59,"New Britain region, Papua New Guinea",Oceania,Papua New Guinea
506,531,"M 6.9 - 56 km SE of Kimbe, Papua New Guinea",6.9,18-07-2010 13:04,4,7,,0,737,us,456,0.0,15.7,mwc,28.0,-5.97,150.43,"Kimbe, Papua New Guinea",Oceania,Papua New Guinea
507,532,"M 6.6 - 30 km SSE of Cañete, Chile",6.6,14-07-2010 08:32,6,7,,0,753,us,295,0.0,52.8,mwc,22.0,-38.07,-73.31,"Cañete, Chile",South America,Chile
508,533,"M 6.7 - 55 km WSW of Kirakira, Solomon Islands",6.7,26-06-2010 05:30,5,6,,0,696,us,392,0.0,18.7,mwc,35.0,-10.63,161.45,"Kirakira, Solomon Islands",Oceania,Solomon Islands
509,534,"M 6.6 - 135 km SSE of Biak, Indonesia",6.6,16-06-2010 03:58,0,7,,0,670,us,309,0.0,25.0,mwc,10.5,-2.33,136.48,"Biak, Indonesia",Asia,Indonesia
510,535,"M 7.0 - 121 km SSE of Biak, Indonesia",7.0,16-06-2010 03:16,3,7,,0,755,us,307,0.0,18.1,mwc,18.0,-2.17,136.54,"Biak, Indonesia",Asia,Indonesia
511,536,"M 7.5 - Nicobar Islands, India region",7.5,12-06-2010 19:26,6,5,,0,1144,us,514,0.0,18.6,mwc,35.0,7.88,91.94,"Nicobar Islands, India region",Asia,India
512,537,"M 7.2 - 100 km WNW of Sola, Vanuatu",7.2,27-05-2010 17:14,5,6,,0,804,us,327,0.0,11.7,mwc,31.0,-13.7,166.64,"Sola, Vanuatu",Oceania,Vanuatu
513,538,"M 7.2 - 45 km SSW of Meulaboh, Indonesia",7.2,09-05-2010 05:59,5,6,,0,918,us,611,0.0,20.6,mwc,38.0,3.75,96.02,"Meulaboh, Indonesia",Asia,Indonesia
514,539,"M 6.9 - 233 km NNW of Qamdo, China",6.9,13-04-2010 23:49,6,9,,0,773,us,410,0.0,14.9,mwc,17.0,33.16,96.55,"Qamdo, China",Asia,China
515,540,"M 6.9 - 99 km WSW of Kirakira, Solomon Islands",6.9,11-04-2010 09:40,4,5,,0,740,us,399,0.0,12.1,mwc,21.0,-10.88,161.12,"Kirakira, Solomon Islands",Oceania,Solomon Islands
516,541,"M 7.8 - 75 km E of Sinabang, Indonesia",7.8,06-04-2010 22:15,0,7,,0,936,us,352,0.0,19.2,mwc,31.0,2.38,97.05,"Sinabang, Indonesia",Asia,Indonesia
517,542,"M 7.2 - 12km SW of Delta, B.C., MX",7.2,04-04-2010 22:40,9,9,red,0,2910,ci,10,0.5137,239.0,mw,9.987,32.29,-115.3,"Delta, B.C., MX",North America,Mexico
518,543,"M 6.6 - 217 km N of Bamboo Flat, India",6.6,30-03-2010 16:54,5,6,,0,701,us,413,0.0,16.7,mwc,34.0,13.67,92.83,"Bamboo Flat, India",Asia,India
519,544,"M 6.7 - 52 km NNW of Tomé, Chile",6.7,16-03-2010 02:21,5,6,,0,856,us,312,0.0,34.7,mwc,18.0,-36.22,-73.26,"Tomé, Chile",South America,Chile
520,545,"M 6.5 - 59 km ENE of Namie, Japan",6.5,14-03-2010 08:08,6,5,,0,810,us,491,0.0,27.0,mwc,32.0,37.74,141.59,"Namie, Japan",Asia,Japan
521,546,"M 7.0 - 52 km NW of Santa Cruz, Chile",7.0,11-03-2010 14:55,7,7,,0,874,us,403,0.0,17.1,mwc,18.0,-34.33,-71.8,"Santa Cruz, Chile",South America,Chile
522,547,"M 6.9 - 61 km NW of Santa Cruz, Chile",6.9,11-03-2010 14:39,7,7,,0,1280,us,415,0.0,12.5,mwc,11.0,-34.29,-71.89,"Santa Cruz, Chile",South America,Chile
523,548,"M 6.8 - 141 km W of Bengkulu, Indonesia",6.8,05-03-2010 16:07,4,6,,0,717,us,401,0.0,23.2,mwc,26.0,-3.76,100.99,"Bengkulu, Indonesia",Asia,Indonesia
524,549,"M 6.6 - 23 km WNW of Talcahuano, Chile",6.6,05-03-2010 11:47,7,7,,0,736,us,255,0.0,27.8,mwb,18.0,-36.66,-73.37,"Talcahuano, Chile",South America,Chile
525,550,"M 6.5 - 48 km NW of Sola, Vanuatu",6.5,04-03-2010 14:02,0,4,,0,650,us,426,0.0,18.7,mwb,176.0,-13.57,167.23,"Sola, Vanuatu",Oceania,Vanuatu
526,551,"M 7.4 - 124 km W of Lebu, Chile",7.4,27-02-2010 08:01,0,5,,0,842,us,409,0.0,17.6,mwc,35.0,-37.77,-75.05,"Lebu, Chile",South America,Chile
527,552,"M 8.8 - 36 km WNW of Quirihue, Chile",8.8,27-02-2010 06:34,8,8,,0,1991,official,454,0.0,17.8,mww,22.9,-36.12,-72.9,"Quirihue, Chile",South America,Chile
528,553,"M 7.0 - 70 km SE of Katsuren-haebaru, Japan",7.0,26-02-2010 20:31,6,6,,0,1180,us,487,0.0,15.7,mwc,25.0,25.93,128.43,"Katsuren-haebaru, Japan",Asia,Japan
529,554,"M 7.0 - 10 km SE of Léogâne, Haiti",7.0,12-01-2010 21:53,9,9,,0,1623,us,500,0.0,22.7,mwc,13.0,18.44,-72.57,"Léogâne, Haiti",North America,Haiti
530,555,"M 6.5 - 37 km WNW of Ferndale, California",6.5,10-01-2010 00:27,7,7,,0,1360,nc,51,0.3225,220.0,mw,28.737,40.65,-124.69,"Ferndale, California",North America,United States
531,556,"M 6.8 - 127 km SE of Gizo, Solomon Islands",6.8,05-01-2010 12:15,3,6,,0,713,us,338,0.0,15.0,mwc,15.4,-9.02,157.55,"Gizo, Solomon Islands",Oceania,Solomon Islands
532,557,"M 7.1 - 94 km SE of Gizo, Solomon Islands",7.1,03-01-2010 22:36,5,7,,0,780,us,377,0.0,15.0,mwc,10.0,-8.78,157.35,"Gizo, Solomon Islands",Oceania,Solomon Islands
533,558,"M 6.6 - 98 km SE of Gizo, Solomon Islands",6.6,03-01-2010 21:48,5,7,,0,672,us,282,0.0,16.6,mwc,10.0,-8.73,157.49,"Gizo, Solomon Islands",Oceania,Solomon Islands
534,559,"M 6.5 - 92 km N of Iquique, Chile",6.5,13-11-2009 03:05,6,7,,0,698,us,390,0.0,17.7,mwc,27.0,-19.39,-70.32,"Iquique, Chile",South America,Chile
535,560,"M 7.3 - 77 km ENE of Ba, Fiji",7.3,09-11-2009 10:44,0,4,,0,820,us,430,0.0,15.0,mwc,595.0,-17.24,178.33,"Ba, Fiji",Oceania,Fiji
536,561,"M 6.6 - 29 km NNW of Bima, Indonesia",6.6,08-11-2009 19:41,7,6,,0,677,us,305,0.0,20.4,mwc,18.0,-8.21,118.63,"Bima, Indonesia",Asia,Indonesia
537,562,"M 6.8 - 98 km NNE of Naze, Japan",6.8,30-10-2009 07:03,0,6,,0,711,us,424,0.0,21.4,mwc,34.0,29.22,129.78,"Naze, Japan",Asia,Japan
538,563,"M 6.9 - 268 km WSW of Tual, Indonesia",6.9,24-10-2009 14:40,4,6,,0,972,us,397,0.0,11.0,mwc,130.0,-6.13,130.38,"Tual, Indonesia",Asia,Indonesia
539,564,"M 6.8 - 188 km WNW of Sola, Vanuatu",6.8,08-10-2009 08:28,0,5,,0,711,us,174,0.0,30.2,mwc,35.0,-13.3,165.91,"Sola, Vanuatu",Oceania,Vanuatu
540,565,"M 7.4 - 143 km NW of Sola, Vanuatu",7.4,07-10-2009 23:13,0,7,,0,842,us,314,0.0,20.2,mwc,31.1,-13.09,166.5,"Sola, Vanuatu",Oceania,Vanuatu
541,566,"M 7.8 - 196 km NW of Sola, Vanuatu",7.8,07-10-2009 22:18,0,6,,0,936,us,195,0.0,20.3,mwc,35.0,-12.52,166.38,"Sola, Vanuatu",Oceania,Vanuatu
542,567,"M 7.7 - 148 km NW of Sola, Vanuatu",7.7,07-10-2009 22:03,4,7,,0,916,us,283,0.0,23.2,mww,45.0,-13.01,166.51,"Sola, Vanuatu",Oceania,Vanuatu
543,568,"M 6.6 - 49 km SSE of Sungai Penuh, Indonesia",6.6,01-10-2009 01:52,7,7,,0,787,us,417,0.0,30.1,mwc,9.0,-2.48,101.52,"Sungai Penuh, Indonesia",Asia,Indonesia
544,569,"M 7.6 - 30 km WSW of Pariaman, Indonesia",7.6,30-09-2009 10:16,8,8,,0,1639,us,498,0.0,14.0,mwc,81.0,-0.72,99.87,"Pariaman, Indonesia",Asia,Indonesia
545,570,"M 8.1 - 168 km SSW of Matavai, Samoa",8.1,29-09-2009 17:48,7,6,,0,1055,us,520,0.0,20.8,mwc,18.0,-15.49,-172.1,"Matavai, Samoa",Oceania,Samoa
546,571,"M 7.0 - 66 km SSW of Banjar, Indonesia",7.0,02-09-2009 07:55,7,7,,0,1175,us,312,0.0,16.3,mwc,46.0,-7.78,107.3,"Banjar, Indonesia",Asia,Indonesia
547,572,"M 6.7 - 112 km WSW of Padang, Indonesia",6.7,16-08-2009 07:38,5,6,,0,753,us,369,0.0,14.9,mwc,20.0,-1.48,99.49,"Padang, Indonesia",Asia,Indonesia
548,573,"M 6.6 - 244 km SSE of Tateyama, Japan",6.6,12-08-2009 22:48,4,5,,0,703,us,336,0.0,14.1,mwc,53.0,32.82,140.4,"Tateyama, Japan",Asia,Japan
549,574,"M 7.5 - 266 km N of Bamboo Flat, India",7.5,10-08-2009 19:55,7,6,,0,1248,us,303,0.0,18.2,mwc,24.0,14.1,92.9,"Bamboo Flat, India",Asia,India
550,575,"M 7.1 - 161 km S of ?yama, Japan",7.1,09-08-2009 10:55,5,4,,0,1005,us,447,0.0,14.2,mwc,292.0,33.17,137.94,"?yama, Japan",Asia,Japan
551,576,"M 6.9 - 96 km WNW of Bahía de Kino, Mexico",6.9,03-08-2009 17:59,5,7,,0,1202,us,243,0.0,35.0,mwc,10.0,29.04,-112.9,"Bahía de Kino, Mexico",North America,Mexico
552,577,"M 7.8 - 97 km WSW of Te Anau, New Zealand",7.8,15-07-2009 09:22,6,8,,0,1165,us,434,0.0,16.8,mwc,12.0,-45.76,166.56,"Te Anau, New Zealand",Oceania,New Zealand
553,578,"M 6.7 - 190 km ESE of Kokopo, Papua New Guinea",6.7,23-06-2009 14:19,5,5,,0,693,us,269,0.0,13.8,mwc,64.0,-5.16,153.78,"Kokopo, Papua New Guinea",Oceania,Papua New Guinea
554,579,"M 7.3 - 46 km NW of Guanaja, Honduras",7.3,28-05-2009 08:24,7,8,,0,1560,us,464,0.0,27.2,mwc,19.0,16.73,-86.22,"Guanaja, Honduras",North America,Honduras
